timestamp,run_name,_source_file,model,gradient,window,epochs,batch,lr,seed,device,fft,fft_cutoff,sampling_rate,stride,dtype,ds_train_windows,ds_test_windows,ds_T,ds_C,ds_classes,kl,mae,acc@0.1,acc@0.2,dynTopK%,presence_f1,presence_precision,presence_recall,_lineno
2025-09-23T00:34:00,mix-cnn-g0-w100-bs64-lr0.0003-seed42-20250923-003238-30f056,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-cnn-g0-w100-bs64-lr0.0003-seed42-20250923-003238-30f056/results.jsonl,cnn,0,100,60,64,0.0003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.585955938777408,0.11916643099204914,0.11175131673137194,0.376511596458059,34.812015118360854,0.33610780816488306,0.33484698914116484,0.33737815794708576,2
2025-09-23T00:42:31,mix-cnn-g0-w100-bs64-lr0.001-seed42-20250923-004109-2916ba,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-cnn-g0-w100-bs64-lr0.001-seed42-20250923-004109-2916ba/results.jsonl,cnn,0,100,60,64,0.001,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.623922945679845,0.12018076189466424,0.08486271197094757,0.3826291094948683,35.78675154167495,0.3331384015594542,0.32658131091152304,0.33996419335587824,2
2025-09-23T00:51:03,mix-cnn-g0-w100-bs64-lr0.003-seed42-20250923-004940-bbc379,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-cnn-g0-w100-bs64-lr0.003-seed42-20250923-004940-bbc379/results.jsonl,cnn,0,100,60,64,0.003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.488235961746525,0.11640008035543803,0.12462654793766183,0.37672499805447185,36.463099263974534,0.37028935070100427,0.37017892644135186,0.37039984085935945,2
2025-09-23T00:36:24,mix-lstm-g0-w100-bs64-lr0.0003-seed42-20250923-003400-e06edc,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-lstm-g0-w100-bs64-lr0.0003-seed42-20250923-003400-e06edc/results.jsonl,lstm,0,100,60,64,0.0003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.6125210757191115,0.1191023639529138,0.10328638548531494,0.38839095334847973,28.704993037596978,0.31959953792837886,0.3096437231859728,0.3302168291227372,2
2025-09-23T00:44:55,mix-lstm-g0-w100-bs64-lr0.001-seed42-20250923-004231-7ccc31,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-lstm-g0-w100-bs64-lr0.001-seed42-20250923-004231-7ccc31/results.jsonl,lstm,0,100,60,64,0.001,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.4407347005766793,0.11518338967014004,0.11850903454470013,0.39358372619352533,34.23513029639944,0.3334283813325729,0.3192573716781944,0.3489158543863139,2
2025-09-23T00:53:29,mix-lstm-g0-w100-bs64-lr0.003-seed42-20250923-005103-77a28f,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-lstm-g0-w100-bs64-lr0.003-seed42-20250923-005103-77a28f/results.jsonl,lstm,0,100,60,64,0.003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.6919177867270805,0.1193439520492747,0.09560392703503255,0.35958173358435314,28.38671175651482,0.29137621987651857,0.2917248255234297,0.2910284463894967,2
2025-09-23T00:32:38,mix-mlp-g0-w100-bs64-lr0.0003-seed42-20250923-003123-7685ad,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-mlp-g0-w100-bs64-lr0.0003-seed42-20250923-003123-7685ad/results.jsonl,mlp,0,100,60,64,0.0003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.302185707801097,0.11178473614760347,0.11772656191428198,0.3686157361442494,34.0362044957231,0.3577289864715014,0.40415935855675267,0.32086731649094885,2
2025-09-23T00:41:09,mix-mlp-g0-w100-bs64-lr0.001-seed42-20250923-003955-53c148,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-mlp-g0-w100-bs64-lr0.001-seed42-20250923-003955-53c148/results.jsonl,mlp,0,100,60,64,0.001,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.4853321507170394,0.11347110227153108,0.09432351739295669,0.36313842757868553,37.13944698627412,0.36076089360760893,0.4062266500622665,0.32444798090312316,2
2025-09-23T00:49:40,mix-mlp-g0-w100-bs64-lr0.003-seed42-20250923-004824-f2fdcb,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-mlp-g0-w100-bs64-lr0.003-seed42-20250923-004824-f2fdcb/results.jsonl,mlp,0,100,60,64,0.003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.3248766902330757,0.11221571417676436,0.1129605922111832,0.3534642206238622,37.17923214640939,0.3816590984605161,0.43053473263368314,0.3427491545653471,2
2025-09-23T00:39:50,mix-transformer-g0-w100-bs64-lr0.0003-seed42-20250923-003624-11bd79,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w100/mix-transformer-g0-w100-bs64-lr0.0003-seed42-20250923-003624-11bd79/results.jsonl,transformer,0,100,60,64,0.0003,42,,False,0.05,1.0,,float32,11011,2717,100,5,12,2.453829227267085,0.11071687987124598,0.16026461877428055,0.363422963197446,38.98945693256415,0.4029721123226865,0.391304347826087,0.41535707181221404,2
