filepath,label_peach,label_apple,label_banana,label_orange,label_pear,label_strawberry,label_mango,label_almond,label_clove,label_coriander,label_cumin,label_garlic
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hs0jnf.ingestion-b48bfb8b7-b2tvx_1.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hs0jnf.ingestion-b48bfb8b7-b2tvx_5.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hs7npt.ingestion-b48bfb8b7-qq4f9.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hs7npt.ingestion-b48bfb8b7-qq4f9_3.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hs7npt.ingestion-b48bfb8b7-qq4f9_4.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hs7npt.ingestion-b48bfb8b7-qq4f9_5.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsa16s.ingestion-b48bfb8b7-qq4f9.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsa16s.ingestion-b48bfb8b7-qq4f9_1.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsa16s.ingestion-b48bfb8b7-qq4f9_2.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsa16s.ingestion-b48bfb8b7-qq4f9_3.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsa16s.ingestion-b48bfb8b7-qq4f9_4.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsa16s.ingestion-b48bfb8b7-qq4f9_5.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsc7ab.ingestion-b48bfb8b7-qq4f9.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsc7ab.ingestion-b48bfb8b7-qq4f9_3.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond20_Orange80.60hsc7ab.ingestion-b48bfb8b7-qq4f9_5.csv,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrdp2f.ingestion-b48bfb8b7-qq4f9_1.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrdp2f.ingestion-b48bfb8b7-qq4f9_2.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrdp2f.ingestion-b48bfb8b7-qq4f9_3.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrfv4b.ingestion-b48bfb8b7-b2tvx_1.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrfv4b.ingestion-b48bfb8b7-b2tvx_3.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrfv4b.ingestion-b48bfb8b7-b2tvx_5.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hri7h8.ingestion-b48bfb8b7-wsts6.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hri7h8.ingestion-b48bfb8b7-wsts6_2.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hri7h8.ingestion-b48bfb8b7-wsts6_3.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hri7h8.ingestion-b48bfb8b7-wsts6_4.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hri7h8.ingestion-b48bfb8b7-wsts6_5.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrkmn9.ingestion-b48bfb8b7-b2tvx_1.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrkmn9.ingestion-b48bfb8b7-b2tvx_2.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrkmn9.ingestion-b48bfb8b7-b2tvx_3.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond50_Orange50.60hrkmn9.ingestion-b48bfb8b7-b2tvx_5.csv,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnsqdh.ingestion-b48bfb8b7-b2tvx.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnsqdh.ingestion-b48bfb8b7-b2tvx_3.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnsqdh.ingestion-b48bfb8b7-b2tvx_4.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnsqdh.ingestion-b48bfb8b7-b2tvx_5.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnv9lb.ingestion-b48bfb8b7-qq4f9_1.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnv9lb.ingestion-b48bfb8b7-qq4f9_2.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
/home/dewei/workspace/SmellNet/chi_paper_data/training_new/Almond80_Clove20.60hnv9lb.ingestion-b48bfb8b7-qq4f9_4.csv,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.000000
