timestamp_ms,NO2,C2H5CH,VOC,CO
0.0,556.0,836.0,509.0,558.0
100.0,556.0,836.0,509.0,559.0
200.0,555.0,836.0,510.0,561.0
300.0,556.0,836.0,511.0,560.0
400.0,555.0,836.0,512.0,561.0
500.0,556.0,836.0,512.0,561.0
600.0,555.0,835.0,512.0,561.0
700.0,555.0,835.0,512.0,560.0
800.0,555.0,835.0,513.0,560.0
900.0,555.0,835.0,514.0,558.0
1000.0,554.0,834.0,513.0,559.0
1100.0,555.0,834.0,514.0,558.0
1200.0,553.0,834.0,514.0,557.0
1300.0,554.0,833.0,515.0,555.0
1400.0,553.0,832.0,514.0,556.0
1500.0,553.0,833.0,515.0,554.0
1600.0,553.0,832.0,515.0,554.0
1700.0,552.0,832.0,515.0,552.0
1800.0,552.0,832.0,516.0,553.0
1900.0,552.0,831.0,517.0,553.0
2000.0,551.0,832.0,517.0,554.0
2100.0,550.0,831.0,517.0,553.0
2200.0,550.0,830.0,519.0,554.0
2300.0,550.0,831.0,518.0,554.0
2400.0,550.0,829.0,520.0,555.0
2500.0,550.0,830.0,520.0,556.0
2600.0,550.0,830.0,521.0,556.0
2700.0,549.0,829.0,522.0,557.0
2800.0,549.0,829.0,523.0,558.0
2900.0,550.0,829.0,524.0,557.0
3000.0,550.0,828.0,525.0,559.0
3100.0,550.0,828.0,526.0,560.0
3200.0,551.0,827.0,527.0,560.0
3300.0,551.0,826.0,528.0,560.0
3400.0,551.0,826.0,529.0,560.0
3500.0,551.0,826.0,530.0,559.0
3600.0,551.0,827.0,530.0,558.0
3700.0,550.0,826.0,531.0,556.0
3800.0,552.0,825.0,534.0,555.0
3900.0,552.0,825.0,534.0,553.0
4000.0,551.0,824.0,533.0,552.0
4100.0,551.0,823.0,534.0,548.0
4200.0,552.0,823.0,535.0,546.0
4300.0,550.0,822.0,535.0,543.0
4400.0,551.0,822.0,535.0,540.0
4500.0,550.0,821.0,535.0,537.0
4600.0,550.0,821.0,535.0,535.0
4700.0,550.0,820.0,534.0,532.0
4800.0,548.0,820.0,534.0,528.0
4900.0,548.0,819.0,534.0,523.0
5000.0,547.0,818.0,533.0,520.0
5100.0,547.0,818.0,533.0,516.0
5200.0,544.0,817.0,532.0,512.0
5300.0,545.0,818.0,531.0,507.0
5400.0,543.0,816.0,531.0,503.0
5500.0,541.0,816.0,530.0,498.0
5600.0,540.0,815.0,529.0,494.0
5700.0,539.0,814.0,528.0,489.0
5800.0,538.0,813.0,528.0,484.0
5900.0,537.0,812.0,526.0,480.0
6000.0,536.0,812.0,526.0,475.0
6100.0,534.0,812.0,525.0,470.0
6200.0,532.0,812.0,524.0,465.0
6300.0,531.0,811.0,523.0,461.0
6400.0,530.0,809.0,522.0,456.0
6500.0,529.0,809.0,522.0,451.0
6600.0,528.0,809.0,520.0,448.0
6700.0,526.0,807.0,519.0,445.0
6800.0,524.0,807.0,519.0,439.0
6900.0,524.0,807.0,517.0,436.0
7000.0,522.0,806.0,516.0,433.0
7100.0,520.0,805.0,516.0,430.0
7200.0,520.0,805.0,515.0,426.0
7300.0,518.0,805.0,515.0,424.0
7400.0,516.0,804.0,513.0,422.0
7500.0,515.0,804.0,513.0,419.0
7600.0,513.0,803.0,511.0,415.0
7700.0,513.0,802.0,511.0,412.0
7800.0,512.0,802.0,511.0,410.0
7900.0,510.0,801.0,509.0,408.0
8000.0,509.0,800.0,509.0,406.0
8100.0,508.0,799.0,508.0,405.0
8200.0,506.0,799.0,507.0,402.0
8300.0,506.0,799.0,507.0,400.0
8400.0,505.0,798.0,505.0,399.0
8500.0,504.0,797.0,506.0,397.0
8600.0,503.0,796.0,504.0,395.0
8700.0,502.0,796.0,504.0,393.0
8800.0,501.0,796.0,503.0,392.0
8900.0,501.0,795.0,502.0,390.0
9000.0,499.0,795.0,502.0,389.0
9100.0,498.0,795.0,501.0,388.0
9200.0,498.0,794.0,501.0,385.0
9300.0,496.0,793.0,500.0,383.0
9400.0,496.0,793.0,500.0,381.0
9500.0,494.0,792.0,498.0,379.0
9600.0,494.0,792.0,499.0,377.0
9700.0,492.0,792.0,497.0,375.0
9800.0,492.0,791.0,497.0,375.0
9900.0,492.0,791.0,497.0,372.0
10000.0,490.0,790.0,497.0,371.0
10100.0,489.0,790.0,496.0,370.0
10200.0,489.0,790.0,495.0,368.0
10300.0,488.0,789.0,494.0,368.0
10400.0,488.0,789.0,494.0,367.0
10500.0,485.0,789.0,492.0,366.0
10600.0,486.0,788.0,493.0,366.0
10700.0,485.0,788.0,492.0,367.0
10800.0,484.0,788.0,492.0,367.0
10900.0,484.0,787.0,492.0,369.0
11000.0,483.0,787.0,490.0,371.0
11100.0,483.0,786.0,490.0,372.0
11200.0,482.0,787.0,490.0,372.0
11300.0,480.0,786.0,489.0,373.0
11400.0,481.0,786.0,489.0,374.0
11500.0,480.0,786.0,489.0,377.0
11600.0,479.0,786.0,489.0,379.0
11700.0,479.0,786.0,489.0,380.0
11800.0,479.0,785.0,488.0,380.0
11900.0,478.0,785.0,488.0,382.0
12000.0,478.0,784.0,488.0,383.0
12100.0,477.0,785.0,488.0,385.0
12200.0,478.0,785.0,488.0,385.0
12300.0,477.0,785.0,487.0,386.0
12400.0,478.0,784.0,487.0,386.0
12500.0,477.0,784.0,487.0,387.0
12600.0,476.0,784.0,487.0,385.0
12700.0,477.0,784.0,486.0,386.0
12800.0,476.0,784.0,486.0,385.0
12900.0,477.0,783.0,486.0,385.0
13000.0,477.0,783.0,486.0,385.0
13100.0,477.0,783.0,485.0,382.0
13200.0,477.0,783.0,484.0,382.0
13300.0,476.0,782.0,484.0,381.0
13400.0,477.0,782.0,484.0,380.0
13500.0,477.0,783.0,484.0,379.0
13600.0,476.0,782.0,484.0,377.0
13700.0,476.0,781.0,483.0,376.0
13800.0,476.0,782.0,482.0,375.0
13900.0,475.0,780.0,482.0,375.0
14000.0,475.0,781.0,481.0,374.0
14100.0,474.0,781.0,481.0,372.0
14200.0,474.0,780.0,480.0,372.0
14300.0,474.0,780.0,481.0,372.0
14400.0,474.0,779.0,479.0,370.0
14500.0,475.0,780.0,480.0,371.0
14600.0,474.0,779.0,479.0,370.0
14700.0,474.0,778.0,479.0,369.0
14800.0,473.0,779.0,478.0,369.0
14900.0,473.0,778.0,478.0,369.0
15000.0,474.0,778.0,478.0,368.0
15100.0,473.0,778.0,478.0,367.0
15200.0,472.0,777.0,478.0,366.0
15300.0,472.0,778.0,477.0,366.0
15400.0,472.0,777.0,477.0,365.0
15500.0,471.0,777.0,476.0,365.0
15600.0,471.0,777.0,476.0,367.0
15700.0,471.0,777.0,476.0,367.0
15800.0,471.0,777.0,476.0,367.0
15900.0,471.0,776.0,476.0,370.0
16000.0,472.0,776.0,475.0,371.0
16100.0,470.0,776.0,476.0,373.0
16200.0,471.0,776.0,475.0,375.0
16300.0,472.0,776.0,475.0,377.0
16400.0,472.0,776.0,476.0,379.0
16500.0,473.0,776.0,475.0,381.0
16600.0,473.0,777.0,475.0,383.0
16700.0,472.0,777.0,475.0,384.0
16800.0,473.0,777.0,475.0,387.0
16900.0,473.0,777.0,475.0,387.0
17000.0,474.0,776.0,475.0,387.0
17100.0,474.0,776.0,476.0,388.0
17200.0,475.0,775.0,475.0,388.0
17300.0,474.0,776.0,475.0,388.0
17400.0,475.0,776.0,475.0,388.0
17500.0,475.0,775.0,476.0,388.0
17600.0,474.0,775.0,475.0,388.0
17700.0,475.0,774.0,475.0,388.0
17800.0,475.0,775.0,475.0,388.0
17900.0,475.0,775.0,474.0,388.0
18000.0,475.0,775.0,475.0,389.0
18100.0,475.0,775.0,474.0,389.0
18200.0,475.0,774.0,474.0,391.0
18300.0,475.0,774.0,474.0,392.0
18400.0,474.0,776.0,474.0,392.0
18500.0,475.0,776.0,474.0,393.0
18600.0,475.0,775.0,474.0,393.0
18700.0,475.0,775.0,474.0,395.0
18800.0,474.0,776.0,474.0,395.0
18900.0,474.0,775.0,473.0,395.0
19000.0,474.0,776.0,473.0,397.0
19100.0,474.0,776.0,473.0,396.0
19200.0,475.0,775.0,473.0,400.0
19300.0,474.0,775.0,473.0,401.0
19400.0,474.0,776.0,474.0,402.0
19500.0,474.0,776.0,473.0,402.0
19600.0,474.0,775.0,473.0,403.0
19700.0,475.0,775.0,473.0,403.0
19800.0,476.0,775.0,472.0,403.0
19900.0,475.0,775.0,473.0,402.0
20000.0,476.0,775.0,472.0,401.0
20100.0,476.0,774.0,473.0,400.0
20200.0,476.0,774.0,472.0,397.0
20300.0,475.0,773.0,471.0,395.0
20400.0,475.0,773.0,471.0,393.0
20500.0,475.0,774.0,470.0,391.0
20600.0,475.0,773.0,470.0,389.0
20700.0,475.0,772.0,470.0,388.0
20800.0,475.0,772.0,469.0,385.0
20900.0,474.0,772.0,468.0,383.0
21000.0,473.0,772.0,469.0,382.0
21100.0,474.0,771.0,468.0,382.0
21200.0,472.0,771.0,467.0,380.0
21300.0,472.0,770.0,467.0,378.0
21400.0,472.0,771.0,466.0,377.0
21500.0,471.0,769.0,466.0,376.0
21600.0,471.0,770.0,466.0,375.0
21700.0,470.0,769.0,465.0,374.0
21800.0,469.0,769.0,465.0,372.0
21900.0,469.0,768.0,464.0,371.0
22000.0,468.0,768.0,464.0,368.0
22100.0,467.0,768.0,463.0,366.0
22200.0,467.0,768.0,463.0,364.0
22300.0,467.0,767.0,462.0,364.0
22400.0,466.0,766.0,462.0,363.0
22500.0,465.0,767.0,461.0,360.0
22600.0,464.0,768.0,461.0,360.0
22700.0,464.0,766.0,461.0,359.0
22800.0,463.0,767.0,460.0,357.0
22900.0,463.0,766.0,460.0,357.0
23000.0,462.0,766.0,459.0,356.0
23100.0,462.0,767.0,459.0,357.0
23200.0,461.0,766.0,459.0,358.0
23300.0,460.0,766.0,459.0,359.0
23400.0,459.0,767.0,458.0,361.0
23500.0,460.0,768.0,458.0,365.0
23600.0,459.0,768.0,459.0,368.0
23700.0,459.0,768.0,458.0,373.0
23800.0,460.0,770.0,458.0,377.0
23900.0,459.0,770.0,458.0,381.0
24000.0,460.0,771.0,458.0,385.0
24100.0,461.0,772.0,458.0,390.0
24200.0,461.0,773.0,459.0,393.0
24300.0,461.0,773.0,458.0,398.0
24400.0,463.0,775.0,458.0,401.0
24500.0,463.0,775.0,458.0,405.0
24600.0,464.0,776.0,459.0,409.0
24700.0,464.0,777.0,458.0,412.0
24800.0,465.0,779.0,459.0,417.0
24900.0,466.0,779.0,459.0,422.0
25000.0,467.0,780.0,459.0,427.0
25100.0,468.0,782.0,460.0,432.0
25200.0,470.0,783.0,460.0,440.0
25300.0,470.0,784.0,460.0,445.0
25400.0,472.0,786.0,461.0,451.0
25500.0,472.0,786.0,461.0,458.0
25600.0,474.0,787.0,462.0,463.0
25700.0,475.0,788.0,463.0,469.0
25800.0,477.0,790.0,464.0,473.0
25900.0,480.0,791.0,464.0,478.0
26000.0,481.0,792.0,465.0,480.0
26100.0,482.0,793.0,465.0,481.0
26200.0,484.0,794.0,466.0,482.0
26300.0,486.0,795.0,466.0,484.0
26400.0,487.0,796.0,466.0,485.0
26500.0,489.0,796.0,466.0,484.0
26600.0,490.0,796.0,467.0,485.0
26700.0,491.0,796.0,467.0,482.0
26800.0,492.0,797.0,466.0,482.0
26900.0,494.0,797.0,466.0,482.0
27000.0,494.0,798.0,466.0,480.0
27100.0,495.0,798.0,467.0,480.0
27200.0,495.0,799.0,466.0,480.0
27300.0,496.0,800.0,466.0,480.0
27400.0,497.0,801.0,466.0,479.0
27500.0,498.0,801.0,467.0,481.0
27600.0,499.0,802.0,467.0,481.0
27700.0,500.0,802.0,468.0,483.0
27800.0,501.0,804.0,468.0,485.0
27900.0,503.0,805.0,469.0,488.0
28000.0,503.0,806.0,469.0,491.0
28100.0,505.0,807.0,470.0,495.0
28200.0,506.0,808.0,472.0,498.0
28300.0,507.0,809.0,472.0,501.0
28400.0,508.0,810.0,472.0,504.0
28500.0,510.0,810.0,474.0,508.0
28600.0,511.0,811.0,475.0,511.0
28700.0,513.0,812.0,475.0,514.0
28800.0,515.0,813.0,476.0,517.0
